WKT,nama,deskripsi
"POLYGON ((106.8232097 -6.1718365, 106.8230809 -6.1795591, 106.8236388 -6.1803271, 106.8308486 -6.1801138, 106.8311919 -6.1796445, 106.8303765 -6.1787911, 106.8309344 -6.1784498, 106.8299474 -6.1779378, 106.8299045 -6.1734579, 106.829132 -6.1729032, 106.8293895 -6.1719219, 106.8289603 -6.1714952, 106.8232097 -6.1718365))",Taman Monas Jakarta,
