WKT,nama,deskripsi
"POLYGON ((110.0136694 -7.9027181, 110.4338965 -8.1121428, 110.8321509 -8.1991445, 110.7964453 -8.1583648, 110.7607398 -8.0332812, 110.785459 -7.8156531, 110.5437598 -7.7966051, 110.4998145 -7.7693923, 110.4558692 -7.5407357, 110.266355 -7.7067962, 110.2718482 -7.6496351, 110.148252 -7.6441908, 110.1235327 -7.6632456, 110.1345191 -7.7013526, 110.1097998 -7.774835, 110.082334 -7.8074898, 110.0136694 -7.9027181))",Yogyakarta,
