WKT,nama,deskripsi
"POLYGON ((106.8160255 -6.3050552, 106.8168838 -6.3073586, 106.8164975 -6.3079131, 106.8159826 -6.3080838, 106.8156392 -6.3097047, 106.8161542 -6.3107711, 106.8162401 -6.3153352, 106.8163259 -6.316956, 106.824909 -6.3179371, 106.8258531 -6.3112829, 106.8265827 -6.3114535, 106.8270118 -6.3083824, 106.8249519 -6.3082544, 106.8246515 -6.3061643, 106.8226774 -6.3064202, 106.8207032 -6.3065055, 106.8205316 -6.3056097, 106.8160255 -6.3050552))",Kebun Binatang Ragunan,
