WKT,nama,deskripsi
"POLYGON ((106.798342 -6.2146427, 106.7983849 -6.2204875, 106.8030627 -6.222578, 106.8047364 -6.2246684, 106.8086417 -6.2222367, 106.80847 -6.2159226, 106.8062384 -6.2156239, 106.8063243 -6.2134481, 106.8061955 -6.2128508, 106.798342 -6.2146427))",Gelora Bung Karno,
