WKT,nama,deskripsi
"POLYGON ((106.8893805 -6.3014734, 106.8893376 -6.3027211, 106.8904856 -6.3027638, 106.8904534 -6.3024972, 106.8909147 -6.3024545, 106.8925026 -6.3024972, 106.892524 -6.3017187, 106.8905285 -6.301772, 106.8904641 -6.3014734, 106.8894556 -6.3014521, 106.8893805 -6.3014734))",Taman Mini Indonesia Indah
,
