WKT,nama,deskripsi
"POLYGON ((106.8508935 -6.2328076, 106.8506789 -6.2332769, 106.850636 -6.2337675, 106.8508827 -6.2345461, 106.8524599 -6.235602, 106.8526852 -6.2362739, 106.8518698 -6.2391215, 106.851784 -6.2395268, 106.8516552 -6.2399214, 106.8527281 -6.2421398, 106.8540048 -6.2420758, 106.8530714 -6.2406147, 106.8530285 -6.2391429, 106.8535864 -6.2371484, 106.8536186 -6.2363379, 106.853345 -6.2346741, 106.8529159 -6.2347381, 106.8527442 -6.2339915, 106.8523901 -6.2334156, 106.8512744 -6.2335435, 106.8508935 -6.2328076))",Tebet Echo Park,
