WKT,nama,deskripsi
"POLYGON ((106.7229507 -6.0887459, 106.7050979 -6.0962563, 106.6865585 -6.0955735, 106.6886184 -6.1051321, 106.7016647 -6.1112769, 106.6858719 -6.1146906, 106.6865585 -6.1297106, 106.6920517 -6.1379032, 106.6865585 -6.1467783, 106.6899917 -6.1734029, 106.7181442 -6.1877386, 106.7181442 -6.1952477, 106.7256973 -6.1931998, 106.7222641 -6.2095828, 106.7160843 -6.2252828, 106.7435501 -6.2259654, 106.74561 -6.2368868, 106.7504165 -6.2423474, 106.7469833 -6.2519034, 106.757283 -6.2573638, 106.7531631 -6.2730623, 106.7655227 -6.3037755, 106.7820022 -6.3140128, 106.8080948 -6.3174252, 106.7929886 -6.3556424, 106.8026016 -6.3665611, 106.821141 -6.3556424, 106.8396805 -6.3467708, 106.8527267 -6.3426762, 106.8616531 -6.3624666, 106.8719528 -6.3576897, 106.8980453 -6.371338, 106.908345 -6.3617842, 106.9131515 -6.363149, 106.9227646 -6.3010455, 106.9117782 -6.294903, 106.9042251 -6.2594115, 106.9152115 -6.2505382, 106.9275711 -6.2566813, 106.9440506 -6.2519034, 106.9488571 -6.219822, 106.9694565 -6.1966129, 106.9711731 -6.0907942, 106.7229507 -6.0887459))",DKI Jakarta,
