WKT,nama,deskripsi
"POLYGON ((106.7318088 -6.4507457, 106.8828709 -6.4643915, 106.8972904 -6.4207237, 106.9281895 -6.4166296, 106.9398624 -6.3975236, 106.8911106 -6.405712, 106.8986637 -6.387288, 106.921323 -6.3627216, 106.8499119 -6.3361067, 106.8258793 -6.3572623, 106.7936069 -6.3654513, 106.8080948 -6.3174252, 106.7757542 -6.3108554, 106.7709476 -6.3558974, 106.737302 -6.3613568, 106.7009098 -6.3620392, 106.7338688 -6.423453, 106.7318088 -6.4507457))",Depok,
